38 Sea Zone  (4173,2192)  (4125,2239)  (4125,2191)  (4220,2240)  (4173,2144)  (4221,2146)  (4123,2143)  (4268,2194)  (4268,2242)  (4316,2197)  (4316,2245)  | overflowToLeft=false
35 Sea Zone  (5094,1827)  (5094,1875)  (5094,1923)  (5094,1971)  (5094,2019)  (5094,2109)  (5094,2157)  (5142,1827)  (5142,1875)  (5142,1923)  (5142,1971)  (5142,2099)  (5142,2147)  (5190,2057)  (5190,2105)  (5190,2153)  (5238,2144)  (5254,1912)  (5260,1827)  (5286,2174)  (5302,1875)  (5302,1923)  (5308,1827)  (5334,2174)  (5339,1971)  (5342,2019)  (5350,1875)  (5350,1923)  (5356,1827)  (5365,2067)  (5368,2115)  (5382,2163)  (5387,1971)  (5390,2019)  (5398,1875)  (5398,1923)  (5404,1827)  (5413,2067)  (5416,2115)  (5430,2163)  (5435,1971)  (5438,2019)  (5446,1875)  (5446,1923)  (5452,1827)  (5461,2067)  (5464,2115)  (5478,2163)  (5483,1971)  (5486,2019)  (5494,1875)  (5494,1923)  | overflowToLeft=false
44 Sea Zone  (5368,2255)  (5320,2302)  (5320,2254)  (5414,2303)  (5366,2350)  (5318,2350)  (5272,2302)  (5272,2254)  (5414,2351)  (5270,2352)  (5366,2398)  (5318,2398)  (5224,2304)  (5224,2256)  (5414,2399)  (5270,2400)  (5222,2400)  (5222,2352)  (5176,2304)  (5176,2256)  (5174,2430)  (5174,2382)  (5128,2334)  (5128,2286)  (5128,2238)  (5126,2430)  (5126,2382)  (5080,2334)  (5078,2430)  (5078,2382)  | overflowToLeft=false
81 Sea Zone  (3007,1865)  (3027,1913)  (2986,1817)  (3033,1961)  (2975,1769)  (3045,2009)  | overflowToLeft=false
Smolensk  (3203,560)  (3193,608)  (3244,634)  (3275,585)  (3191,481)  (3193,433)  (3242,430)  (3270,485)  (3281,440)  | overflowToLeft=false
53 Sea Zone  (6210,2582)  (6210,2630)  (6210,2678)  (6210,2726)  (6258,2582)  (6258,2630)  (6258,2678)  (6258,2726)  (6306,2582)  (6306,2630)  (6306,2723)  (6354,2582)  (6354,2630)  (6354,2678)  (6354,2726)  (6402,2582)  (6402,2630)  (6402,2678)  (6439,2726)  (6450,2582)  (6450,2630)  (6450,2678)  (6487,2726)  (6498,2582)  (6498,2630)  (6498,2678)  (6535,2726)  (6546,2582)  (6546,2630)  (6546,2678)  (6583,2726)  (6594,2582)  (6594,2630)  (6594,2678)  (6631,2726)  (6642,2582)  (6642,2630)  (6642,2678)  (6679,2726)  (6690,2582)  (6690,2630)  (6690,2678)  (6727,2726)  (6738,2582)  (6738,2630)  (6738,2678)  (6775,2726)  (6786,2582)  (6786,2630)  (6786,2678)  | overflowToLeft=false
Iceland  (1500,23)  (1544,20)  (1591,17)  (1507,71)  (1553,68)  (1600,64)  | overflowToLeft=false
72 Sea Zone  (2995,2825)  (2995,2873)  (2995,2921)  (2995,2969)  (2995,3017)  (2995,3065)  (2995,3113)  (2995,3161)  (3020,2556)  (3032,2604)  (3034,2775)  (3037,2698)  (3043,2823)  (3043,2871)  (3043,3159)  (3080,2576)  (3080,2624)  (3082,2746)  (3085,2672)  (3091,2794)  (3091,3163)  (3128,2596)  (3130,2720)  (3133,2644)  (3139,2768)  (3139,2816)  (3139,3152)  (3176,2596)  (3178,2692)  (3181,2644)  (3187,2740)  (3187,3119)  (3209,3069)  (3224,2596)  (3226,2692)  (3229,2644)  (3235,3117)  (3239,3015)  (3257,3063)  (3265,2959)  (3272,2596)  (3274,2692)  (3277,2644)  (3283,3111)  (3283,3159)  (3284,2911)  (3287,3007)  (3304,2740)  (3304,2788)  (3305,2857)  (3305,3055)  | overflowToLeft=false
Vietnam Laos Cambodia  (4597,2086)  (4645,2086)  (4693,2077)  (4600,2135)  (4649,2132)  (4696,2127)  (4640,2182)  (4545,1931)  (4590,1931)  (4639,1908)  (4542,1879)  (4590,1877)  (4490,1820)  (4538,1825)  (4586,1826)  (4693,2177)  (4668,2227)  | overflowToLeft=false
Yakut S.S.R.  (4607,153)  (4655,149)  (4702,148)  (4751,146)  (4586,290)  (4634,287)  (4683,283)  (4524,352)  (4571,350)  (4475,380)  (4431,406)  (4480,427)  (4528,407)  (4572,401)  (4622,402)  (4670,396)  (4720,385)  (4802,142)  (4607,103)  (4654,100)  (4698,100)  (4742,97)  (4792,96)  (4842,94)  (4632,51)  (4676,50)  (4722,49)  (4768,48)  (4821,45)  (4644,6)  (4697,5)  (4746,2)  (4793,3)  (4846,6)  | overflowToLeft=false
103 Sea Zone  (1345,984)  (1297,1031)  (1297,983)  (1392,1032)  (1345,936)  (1393,936)  (1393,984)  (1295,935)  (1344,1079)  (1296,1079)  (1249,1031)  (1249,983)  (1440,1032)  (1440,1080)  (1392,1080)  (1248,1080)  (1343,888)  (1391,888)  (1439,888)  (1441,936)  (1441,984)  (1247,935)  (1247,887)  (1295,887)  (1487,842)  (1344,1127)  (1296,1127)  (1488,1032)  (1488,1080)  (1488,1128)  (1440,1128)  (1392,1128)  (1248,1128)  (1343,840)  (1391,840)  (1439,840)  (1489,890)  (1489,938)  (1217,839)  (1265,839)  (1487,794)  (1344,1175)  (1296,1175)  (1508,1176)  (1460,1176)  (1412,1176)  (1248,1176)  (1313,792)  (1361,792)  (1409,792)  (1217,791)  (1265,791)  | overflowToLeft=false
63 Sea Zone  (6447,2989)  (6399,3036)  (6399,2988)  (6494,3037)  (6447,2941)  (6495,2941)  (6495,2989)  (6397,2940)  (6446,3084)  (6398,3084)  (6351,3036)  (6351,2988)  (6542,3037)  (6350,3085)  (6445,2893)  (6493,2893)  (6541,2893)  (6543,2941)  (6543,2989)  (6349,2940)  (6349,2892)  (6397,2892)  (6555,3085)  (6589,2847)  (6452,3132)  (6404,3132)  (6303,3037)  (6303,2989)  (6590,3037)  (6590,3133)  (6356,3133)  (6308,3133)  (6302,3085)  (6445,2845)  (6493,2845)  (6541,2845)  (6591,2895)  (6591,2943)  (6301,2941)  (6301,2893)  (6301,2845)  (6349,2844)  (6397,2844)  (6603,3085)  (6260,3164)  (6637,2810)  (6255,3037)  (6255,2989)  (6638,2991)  (6638,3133)  (6254,3116)  | overflowToLeft=false
Brazil  (1098,1903)  (1146,1903)  (1197,1899)  (1246,1900)  (1290,1930)  (1298,1975)  (1263,2016)  (1231,2065)  (1224,2115)  (1216,2165)  (1198,2213)  (1109,2253)  (1068,2297)  (1063,2341)  (1041,2386)  (1044,2252)  (1005,2213)  (1052,2208)  (1100,2204)  (1146,2185)  (1171,2136)  (1125,2134)  (1078,2143)  (1031,2153)  (979,2164)  (982,2114)  (1030,2105)  (1075,2098)  (1123,2090)  (1169,2086)  (1182,2040)  (1243,1947)  (1195,1944)  (1143,1951)  (1146,1996)  (1196,1991)  (1093,1951)  (1094,1996)  (1125,2038)  (1077,2045)  (1026,2049)  (977,2059)  (972,2005)  (967,1958)  (965,1906)  (965,1856)  (1014,1852)  (1064,1850)  (967,1804)  (918,1779)  (859,1739)  (865,1791)  (911,1829)  (911,1878)  (914,1925)  (865,1927)  (862,1876)  (858,1829)  (814,1778)  (810,1826)  (811,1871)  (817,1916)  (765,1899)  (719,1896)  (675,1895)  (763,1852)  (764,1800)  (1111,1856)  (1159,1854)  | overflowToLeft=false
Iwo Jima  (5887,1209)  (5915,1240)  | overflowToLeft=false
Algeria  (1988,1674)  (2032,1673)  (2084,1671)  (2107,1629)  (2119,1582)  (2122,1536)  (2075,1529)  (2032,1535)  (1988,1547)  (1944,1586)  (1914,1636)  (1936,1680)  (1885,1685)  (1833,1664)  (1899,1738)  (1949,1729)  (1998,1725)  (2049,1722)  (2097,1719)  (2147,1719)  (1946,1781)  (1994,1777)  (2046,1771)  (2097,1767)  (2145,1768)  (1989,1827)  (2036,1823)  (2087,1817)  (2139,1816)  (2040,1871)  (2093,1869)  (2141,1858)  (2193,1818)  | overflowToLeft=false
Midway  (6635,1257)  (6682,1257)  | overflowToLeft=false
Alexandria  (2696,1691)  (2735,1676)  (2784,1669)  (2772,1715)  (2726,1806)  (2771,1796)  (2814,1794)  (2726,1853)  (2768,1844)  (2815,1842)  (2802,1887)  | overflowToLeft=false
112 Sea Zone  (2259,283)  (2290,331)  (2242,331)  (2213,235)  (2261,235)  (2309,233)  (2269,379)  (2221,379)  (2357,192)  (2273,427)  (2225,427)  (2301,475)  (2253,475)  (2291,523)  (2291,571)  | overflowToLeft=false
Sikang  (3934,1328)  (3981,1328)  (4030,1327)  (4079,1321)  (4129,1312)  (4079,1368)  (4069,1419)  (4059,1470)  (3924,1499)  (3972,1498)  (4017,1512)  (3918,1549)  (3967,1547)  (4000,1597)  | overflowToLeft=false
Colombia  (561,1764)  (609,1768)  (607,1805)  (656,1802)  (658,1755)  (708,1718)  (671,1668)  (621,1668)  (576,1715)  (705,1764)  (704,1809)  | overflowToLeft=false
Ecuador  (574,1962)  (554,1912)  (541,1873)  | overflowToLeft=false
Manchuria  (5062,705)  (5107,701)  (5144,702)  (5194,700)  (5238,699)  (5289,696)  (5280,646)  (5285,599)  (5240,570)  (5193,560)  (5145,538)  (5095,544)  (5042,544)  (5018,588)  (5066,589)  (5047,637)  (5015,688)  (5010,739)  (5058,755)  (5106,752)  (5149,751)  (5194,747)  (5239,744)  (5335,706)  (5329,656)  (5333,605)  (5384,603)  (5382,653)  (5382,698)  (5429,601)  | overflowToLeft=false
5 Sea Zone  (5872,333)  (5824,380)  (5824,332)  (5919,381)  (5872,285)  (5920,285)  (5920,333)  (5822,284)  (5776,382)  (5776,334)  (5967,381)  (5968,249)  (5774,286)  (5745,430)  (5716,478)  (6032,382)  (5686,526)  (6080,341)  (6104,252)  (5638,571)  (6128,300)  (6128,348)  (6152,230)  (6176,278)  (6176,326)  (6176,374)  | overflowToLeft=false
16 Sea Zone  (6254,854)  (6206,901)  (6206,853)  (6301,902)  (6254,806)  (6302,806)  (6302,854)  (6204,805)  (6253,949)  (6205,949)  (6158,901)  (6158,853)  (6349,902)  (6349,950)  (6301,950)  (6157,950)  (6252,758)  (6300,758)  (6348,758)  (6350,806)  (6350,854)  (6156,805)  (6156,757)  (6204,757)  (6396,733)  (6253,997)  (6205,997)  (6110,902)  (6110,854)  (6397,902)  (6397,950)  (6397,998)  (6349,998)  (6301,998)  (6157,998)  (6109,998)  (6109,950)  (6398,781)  (6398,829)  (6108,806)  (6108,758)  (6444,733)  (6445,877)  (6445,925)  (6445,973)  (6446,781)  (6446,829)  | overflowToLeft=false
Eastern United States  (511,683)  (560,700)  (606,676)  (647,653)  (690,639)  (732,608)  (778,605)  (510,732)  (557,746)  (605,724)  (647,762)  (600,771)  (490,780)  (462,828)  (507,870)  (556,870)  (459,876)  (603,868)  (649,866)  (475,923)  (519,920)  (566,918)  (613,915)  (471,969)  (519,969)  (567,967)  (487,1017)  (533,1017)  (557,1062)  (569,1109)  (649,815)  | overflowToLeft=false
Chahar  (4631,1033)  (4582,1036)  (4536,1040)  (4518,992)  (4544,945)  (4588,902)  (4631,900)  (4674,922)  (4672,971)  (4646,1078)  (4593,1082)  (4550,1085)  (4482,1044)  (4603,849)  (4648,849)  | overflowToLeft=false
Austria Czechia  (2373,992)  (2421,962)  (2440,1008)  (2487,1022)  (2532,1013)  (2551,965)  (2487,974)  (2562,917)  | overflowToLeft=false
Hopei  (4543,1228)  (4495,1243)  (4451,1240)  (4433,1196)  (4457,1149)  (4479,1101)  (4593,1131)  (4409,1270)  (4590,1183)  | overflowToLeft=false
Tambov  (3321,861)  (3362,887)  (3419,906)  (3466,909)  (3507,905)  (3506,854)  (3504,805)  (3457,791)  (3407,794)  (3360,818)  (3503,755)  | overflowToLeft=false
126 Sea Zone  (2495,21)  (2494,69)  (2543,0)  | overflowToLeft=false
69 Sea Zone  (1829,2972)  (1781,3019)  (1781,2971)  (1876,3020)  (1829,2924)  (1877,2924)  (1877,2972)  (1779,2923)  (1828,3067)  (1780,3067)  (1733,3019)  (1733,2971)  (1924,3020)  (1924,3068)  (1876,3068)  (1732,3068)  (1827,2876)  (1875,2876)  (1923,2876)  (1925,2924)  (1925,2972)  (1731,2923)  (1731,2875)  (1779,2875)  (1971,2830)  (1828,3115)  (1780,3115)  (1972,3020)  (1972,3068)  (1972,3116)  (1924,3116)  (1876,3116)  (1732,3116)  (1827,2828)  (1875,2828)  (1923,2828)  (1973,2878)  (1973,2926)  (1718,2827)  (1766,2827)  (1971,2782)  (1828,3163)  (1780,3163)  (1988,3164)  (1940,3164)  (1892,3164)  (1732,3164)  (1814,2780)  (1862,2780)  (1910,2780)  (1718,2779)  (1766,2779)  | overflowToLeft=false
34 Sea Zone  (5570,1827)  (5570,1875)  (5570,1923)  (5570,1971)  (5570,2019)  (5570,2067)  (5570,2115)  (5570,2163)  (5618,1827)  (5618,1875)  (5618,1923)  (5618,1971)  (5618,2019)  (5618,2135)  (5652,2067)  (5666,1827)  (5666,1875)  (5666,1923)  (5666,1971)  (5666,2019)  (5666,2115)  (5666,2163)  (5700,2067)  (5714,1827)  (5714,1875)  (5714,1923)  (5714,1971)  (5714,2019)  (5714,2115)  (5714,2163)  (5748,2067)  (5762,1827)  (5762,1875)  (5762,1923)  (5762,1971)  (5762,2019)  (5762,2115)  (5762,2163)  (5796,2067)  (5810,1827)  (5810,1875)  (5810,1923)  (5810,1971)  (5810,2019)  (5810,2115)  (5810,2163)  | overflowToLeft=false
Eastern Poland  (2778,703)  (2828,698)  (2879,684)  (2875,800)  (2923,795)  (2876,847)  (2925,843)  (2846,895)  (2896,893)  (2876,935)  (2915,746)  (2921,699)  | overflowToLeft=false
82 Sea Zone  (2082,2433)  (2034,2480)  (2034,2432)  (2129,2481)  (2082,2385)  (2130,2385)  (2130,2433)  (2032,2384)  (2081,2528)  (2033,2528)  (1986,2480)  (1986,2432)  (2177,2481)  (2177,2529)  (2129,2529)  (1985,2529)  (2080,2337)  (2128,2337)  (2176,2337)  (2178,2385)  (2178,2433)  (1984,2384)  (1984,2336)  (2032,2336)  (2081,2576)  (2033,2576)  (1938,2481)  (1938,2433)  (2225,2481)  (2225,2529)  (2225,2577)  (2177,2577)  (2129,2577)  (1985,2577)  (1937,2577)  (1937,2529)  (2080,2289)  (2128,2289)  (2226,2419)  (1936,2385)  (1936,2337)  (1936,2289)  (1984,2288)  (2032,2288)  (2081,2624)  (2033,2624)  (2237,2625)  (2189,2625)  (2141,2625)  (1985,2625)  (1937,2625)  | overflowToLeft=false
Okinawa  (5232,1295)  | overflowToLeft=false
Tsagaan Olom  (4375,666)  | overflowToLeft=false
119 Sea Zone  (1766,262)  (1718,309)  (1718,261)  (1813,310)  (1766,214)  (1814,214)  (1814,262)  (1716,213)  (1725,357)  (1677,357)  (1670,309)  (1670,261)  (1861,310)  (1764,166)  (1812,166)  (1860,166)  (1862,214)  (1862,262)  (1668,213)  (1668,165)  (1716,165)  (1888,358)  (1910,213)  | overflowToLeft=false
New South Wales  (5832,2895)  (5831,2942)  (5875,2971)  (5916,2971)  (5967,2972)  (5970,2925)  (6018,2903)  (5787,2891)  (5783,2937)  (6017,2949)  | overflowToLeft=false
Afghanistan  (3738,1765)  (3706,1722)  (3752,1717)  (3702,1671)  (3749,1669)  (3791,1671)  (3703,1631)  (3749,1629)  (3794,1626)  (3744,1582)  (3791,1582)  | overflowToLeft=false
French Guiana  (1031,1713)  (1018,1759)  (1060,1758)  | overflowToLeft=false
West India  (3806,1963)  (3858,1981)  (3828,1867)  (3870,1870)  (3860,1819)  (3876,1769)  (3788,2013)  (3831,2026)  (3859,2066)  (3866,2110)  | overflowToLeft=false
107 Sea Zone  (1260,598)  (1212,645)  (1212,597)  (1307,646)  (1260,550)  (1308,550)  (1308,598)  (1210,549)  (1259,693)  (1211,693)  (1355,646)  (1355,694)  (1307,694)  (1258,502)  (1306,502)  (1354,502)  (1356,550)  (1356,598)  (1170,501)  | overflowToLeft=false
Scotland  (2017,434)  (1967,433)  (2007,383)  (1940,359)  (1984,340)  (2029,289)  (1936,307)  (1943,164)  (1841,378)  (2027,210)  | overflowToLeft=false
12 Sea Zone  (7207,1229)  (7159,1276)  (7159,1228)  (7254,1277)  (7207,1181)  (7255,1181)  (7255,1229)  (7157,1180)  (7206,1324)  (7158,1324)  (7111,1276)  (7111,1228)  (7302,1277)  (7302,1325)  (7254,1325)  (7110,1325)  (7303,1138)  (7303,1186)  (7109,1180)  (7206,1372)  (7158,1372)  (7336,1373)  (7288,1373)  (7110,1373)  | overflowToLeft=false
113 Sea Zone  (2457,554)  (2409,564)  (2494,602)  (2419,475)  | overflowToLeft=false
1 Sea Zone  (7235,321)  (7187,368)  (7187,320)  (7282,369)  (7235,273)  (7283,273)  (7283,321)  (7185,272)  (7139,402)  (7139,354)  (7330,369)  (7233,225)  (7281,225)  (7329,225)  (7331,273)  (7331,321)  (7137,306)  (7137,258)  (7091,402)  (7091,354)  (7378,369)  (7379,242)  (7379,290)  (7089,306)  (7426,338)  (7426,386)  | overflowToLeft=false
88 Sea Zone  (1187,1648)  (1139,1695)  (1139,1647)  (1234,1696)  (1187,1600)  (1235,1600)  (1235,1648)  (1137,1599)  (1186,1743)  (1138,1743)  (1091,1695)  (1091,1647)  (1282,1696)  (1282,1744)  (1234,1744)  (1283,1583)  (1283,1631)  (1089,1599)  (1043,1657)  (1330,1679)  (1330,1727)  (1331,1583)  (1331,1631)  (1041,1609)  (1378,1679)  (1378,1727)  (1379,1583)  (1379,1631)  (993,1644)  (993,1596)  | overflowToLeft=false
Hainan  (4742,1960)  (4788,1948)  | overflowToLeft=false
79 Sea Zone  (3778,2210)  (3730,2257)  (3730,2209)  (3825,2258)  (3778,2162)  (3826,2162)  (3826,2210)  (3728,2161)  (3777,2305)  (3729,2305)  (3682,2257)  (3682,2209)  (3870,2306)  (3681,2306)  (3776,2114)  (3680,2161)  (3680,2113)  (3728,2113)  (3776,2066)  (3678,2065)  (3726,2065)  (3678,2017)  (3726,2017)  | overflowToLeft=false
Russia  (3338,533)  (3337,483)  (3386,460)  (3385,507)  (3435,481)  (3482,482)  (3528,502)  (3356,630)  (3403,629)  (3451,626)  (3500,623)  (3362,680)  (3410,679)  (3455,674)  (3506,670)  (3362,728)  (3407,727)  (3454,722)  (3512,566)  | overflowToLeft=false
Karelia  (2840,239)  (2888,237)  (2875,285)  (2812,157)  (2793,105)  (2794,57)  (2843,47)  (2842,93)  (2888,91)  (2889,48)  | overflowToLeft=false
Kiangsu  (4821,1276)  (4806,1326)  (4809,1372)  (4851,1412)  (4900,1406)  (4938,1361)  (4952,1313)  (4998,1278)  (5005,1326)  (4951,1408)  (4999,1400)  (5021,1430)  | overflowToLeft=false
Kiangsi  (4803,1507)  (4797,1553)  (4840,1578)  (4880,1590)  (4921,1574)  (4945,1531)  (4962,1480)  (4912,1458)  (4861,1459)  (4811,1460)  (4912,1621)  | overflowToLeft=false
Alaska  (7068,135)  (7117,135)  (7164,124)  (7211,116)  (7259,86)  (7259,38)  (7213,3)  (7162,3)  (7112,5)  (7061,8)  (7015,29)  (7009,72)  (7010,115)  (7016,162)  (6960,112)  (6910,121)  (6910,169)  (6961,162)  (6977,206)  (7016,207)  (7066,184)  (7116,183)  (7168,169)  (7213,159)  (7074,233)  (7034,280)  (7260,135)  (6882,22)  (6929,25)  (6979,3)  (7306,6)  (7352,8)  (7399,9)  (7446,10)  (7306,54)  (7354,54)  (7399,55)  (7446,56)  (7306,103)  (7354,102)  (7400,102)  (7444,103)  (7305,152)  (7350,151)  (7396,151)  (7442,152)  (7436,198)  (7480,219)  (7474,266)  | overflowToLeft=false
Romania  (2719,1043)  (2765,1007)  (2763,1056)  (2813,1089)  (2860,1102)  (2906,1104)  (2911,1057)  (2910,1009)  (2862,981)  (2812,981)  (2952,1120)  | overflowToLeft=false
Hunan  (4620,1535)  (4571,1553)  (4520,1568)  (4474,1584)  (4445,1536)  (4424,1585)  (4523,1613)  (4566,1604)  (4616,1582)  (4666,1543)  (4669,1494)  (4668,1442)  (4718,1466)  (4717,1515)  | overflowToLeft=false
Philippines  (5264,2079)  (5307,2067)  (5210,1847)  (5180,1893)  (5228,1893)  (5207,1937)  (5152,2028)  (5119,2071)  (5252,1941)  (5304,2116)  | overflowToLeft=false
Quebec  (612,550)  (660,549)  (707,549)  (609,502)  (658,501)  (707,500)  (754,500)  (608,454)  (656,450)  (705,450)  (752,448)  (609,402)  (607,349)  (607,299)  (607,250)  (656,249)  (704,246)  (655,296)  (702,294)  (751,293)  (740,343)  (739,392)  (801,477)  (846,467)  (896,459)  (941,448)  | overflowToLeft=false
31 Sea Zone  (6245,1414)  (6245,1462)  (6245,1556)  (6245,1604)  (6245,1652)  (6293,1414)  (6293,1462)  (6293,1560)  (6293,1608)  (6293,1656)  (6320,1510)  (6341,1414)  (6341,1462)  (6341,1558)  (6341,1606)  (6341,1654)  (6368,1510)  (6389,1414)  (6389,1462)  (6389,1558)  (6389,1606)  (6389,1654)  (6416,1510)  (6437,1414)  (6437,1462)  (6437,1558)  (6437,1606)  (6437,1654)  (6464,1510)  (6485,1414)  (6485,1462)  (6485,1558)  (6485,1606)  (6485,1654)  (6512,1510)  | overflowToLeft=false
8 Sea Zone  (6511,304)  (6511,352)  (6511,400)  (6511,448)  (6511,496)  (6559,304)  (6559,352)  (6559,400)  (6559,448)  (6559,496)  (6607,304)  (6607,352)  (6607,400)  (6607,448)  (6607,496)  (6655,304)  (6655,352)  (6655,400)  (6655,448)  (6655,496)  (6703,304)  (6703,352)  (6703,400)  (6703,448)  (6703,496)  (6751,304)  (6751,352)  (6751,400)  (6751,448)  (6751,496)  (6799,304)  (6799,352)  (6799,428)  (6799,476)  (6799,524)  (6847,304)  (6847,352)  (6847,427)  (6847,475)  (6847,523)  (6895,304)  (6895,392)  (6895,440)  (6895,488)  (6943,389)  (6943,437)  (6943,485)  (6991,361)  (6991,409)  (6991,457)  (6991,505)  | overflowToLeft=false
19 Sea Zone  (4998,903)  (5023,1144)  (5039,1192)  (5046,887)  (5046,935)  (5050,1240)  (5067,1288)  (5067,1409)  (5071,1103)  (5076,1336)  (5087,1151)  (5094,849)  (5094,897)  (5094,945)  (5098,1199)  (5115,1247)  (5115,1384)  (5115,1432)  (5119,1072)  (5124,1295)  (5135,1120)  (5142,820)  (5142,868)  (5142,916)  (5142,964)  (5145,1022)  (5146,1168)  (5163,1216)  (5163,1343)  (5163,1391)  (5167,1070)  (5172,1264)  (5183,1118)  (5194,1166)  (5211,1214)  (5211,1331)  (5211,1379)  (5211,1427)  (5215,1068)  (5231,1116)  (5242,1164)  (5259,1212)  (5259,1327)  (5259,1375)  (5259,1423)  (5263,1260)  (5290,1143)  (5307,1191)  (5307,1308)  (5307,1356)  (5307,1404)  | overflowToLeft=false
25 Sea Zone  (6465,1049)  (6465,1097)  (6465,1145)  (6465,1193)  (6465,1241)  (6465,1289)  (6465,1337)  (6513,1018)  (6513,1066)  (6513,1114)  (6513,1162)  (6513,1210)  (6513,1258)  (6513,1306)  (6513,1354)  (6561,1018)  (6561,1066)  (6561,1114)  (6561,1162)  (6561,1210)  (6561,1258)  (6561,1306)  (6609,1018)  (6609,1066)  (6609,1114)  (6609,1162)  (6609,1210)  (6609,1258)  (6609,1306)  (6657,1018)  (6657,1066)  (6657,1114)  (6657,1162)  (6657,1210)  (6657,1298)  (6705,1018)  (6705,1066)  (6705,1114)  (6705,1162)  (6705,1210)  (6705,1258)  (6705,1306)  (6753,1018)  (6753,1066)  (6753,1114)  (6753,1162)  (6753,1210)  (6753,1258)  (6753,1306)  | overflowToLeft=false
Slovakia Hungary  (2739,932)  (2741,884)  (2692,880)  (2642,881)  (2621,930)  (2610,978)  (2598,1024)  (2658,1000)  (2705,977)  (2791,891)  (2789,937)  | overflowToLeft=false
66 Sea Zone  (387,2785)  (339,2832)  (339,2784)  (434,2833)  (387,2737)  (435,2737)  (435,2785)  (337,2736)  (386,2880)  (338,2880)  (291,2832)  (291,2784)  (482,2833)  (482,2881)  (434,2881)  (290,2881)  (385,2689)  (433,2689)  (481,2689)  (483,2737)  (483,2785)  (289,2736)  (289,2688)  (337,2688)  (529,2659)  (386,2928)  (338,2928)  (243,2833)  (243,2785)  (530,2833)  (530,2881)  (530,2929)  (482,2929)  (434,2929)  (290,2929)  (242,2929)  (242,2881)  (531,2707)  (531,2755)  (241,2737)  (241,2689)  (577,2659)  (386,2976)  (338,2976)  (195,2833)  (195,2785)  (578,2803)  (578,2851)  (578,2899)  (578,2947)  (530,2977)  (482,2977)  (434,2977)  (290,2977)  (242,2977)  (194,2977)  (194,2929)  (194,2881)  | overflowToLeft=false
122 Sea Zone  (1188,40)  (1140,87)  (1140,39)  (1235,88)  (1236,0)  (1283,48)  (1283,96)  (1284,0)  | overflowToLeft=false
85 Sea Zone  (1160,2453)  (1112,2500)  (1112,2452)  (1207,2501)  (1160,2405)  (1208,2405)  (1208,2453)  (1110,2404)  (1159,2548)  (1111,2548)  (1064,2500)  (1064,2452)  (1255,2501)  (1255,2549)  (1207,2549)  (1063,2549)  (1158,2357)  (1206,2357)  (1254,2357)  (1256,2405)  (1256,2453)  (1302,2311)  (1159,2596)  (1111,2596)  (1303,2501)  (1303,2549)  (1303,2597)  (1255,2597)  (1207,2597)  (1063,2597)  (1015,2597)  (1015,2549)  (1140,2309)  (1188,2309)  (1236,2309)  (1304,2359)  (1304,2407)  (1284,2263)  | overflowToLeft=false
50 Sea Zone  (6853,2225)  (6853,2273)  (6853,2321)  (6853,2369)  (6853,2417)  (6853,2465)  (6853,2513)  (6853,2561)  (6853,2609)  (6853,2657)  (6853,2705)  (6853,2753)  (6901,2225)  (6901,2273)  (6901,2321)  (6901,2369)  (6901,2417)  (6901,2465)  (6901,2513)  (6901,2561)  (6901,2609)  (6901,2657)  (6901,2705)  (6901,2753)  (6949,2225)  (6949,2273)  (6949,2321)  (6949,2369)  (6949,2417)  (6949,2465)  (6949,2513)  (6949,2561)  (6949,2609)  (6949,2657)  (6949,2705)  (6949,2753)  (6997,2225)  (6997,2273)  (6997,2321)  (6997,2369)  (6997,2417)  (6997,2520)  (6997,2568)  (6997,2616)  (6997,2664)  (6997,2712)  (6997,2760)  (7045,2225)  (7045,2273)  (7045,2321)  (7045,2369)  (7045,2417)  (7045,2527)  (7045,2575)  (7045,2623)  (7045,2671)  (7045,2719)  | overflowToLeft=false
Western Iran  (3513,1601)  (3470,1556)  (3471,1504)  (3423,1489)  (3390,1437)  (3373,1485)  (3371,1530)  (3357,1572)  (3345,1618)  (3349,1664)  (3357,1707)  (3379,1750)  (3414,1794)  (3441,1832)  (3485,1858)  (3531,1878)  (3524,1824)  (3485,1811)  (3430,1730)  (3456,1775)  (3503,1763)  (3501,1714)  (3419,1537)  (3405,1580)  (3453,1599)  (3479,1652)  | overflowToLeft=false
Democratic Republic of Congo  (2510,2526)  (2509,2573)  (2517,2620)  (2564,2620)  (2610,2620)  (2657,2618)  (2665,2571)  (2658,2523)  (2653,2475)  (2605,2477)  (2562,2476)  (2513,2476)  (2477,2440)  (2480,2663)  (2451,2707)  (2397,2726)  (2348,2738)  (2528,2668)  (2576,2670)  (2624,2669)  (2671,2665)  (2542,2718)  (2583,2719)  (2631,2716)  (2679,2710)  (2583,2766)  (2631,2763)  (2681,2759)  (2689,2438)  | overflowToLeft=false
